timestamp,x,y,mouse_click,active_window_title
2023-10-06 11:55:21.504283,240,452,,Anaconda Powershell Prompt
2023-10-06 11:55:21.519572,181,483,,Anaconda Powershell Prompt
2023-10-06 11:55:21.534525,142,511,,Anaconda Powershell Prompt
2023-10-06 11:55:21.549673,96,546,,Anaconda Powershell Prompt
2023-10-06 11:55:21.564693,79,566,,Anaconda Powershell Prompt
2023-10-06 11:55:21.579681,68,589,,Anaconda Powershell Prompt
2023-10-06 11:55:21.594931,64,616,,Anaconda Powershell Prompt
2023-10-06 11:55:21.610691,64,646,,Anaconda Powershell Prompt
2023-10-06 11:55:21.625948,71,676,,Anaconda Powershell Prompt
2023-10-06 11:55:21.641571,77,690,,Anaconda Powershell Prompt
2023-10-06 11:55:21.656752,83,698,,Anaconda Powershell Prompt
2023-10-06 11:55:21.671967,85,700,,Anaconda Powershell Prompt
2023-10-06 11:55:21.687696,92,704,,Anaconda Powershell Prompt
2023-10-06 11:55:21.703229,104,708,,Anaconda Powershell Prompt
2023-10-06 11:55:21.719288,120,709,,Anaconda Powershell Prompt
2023-10-06 11:55:21.734703,143,709,,Anaconda Powershell Prompt
2023-10-06 11:55:21.750526,171,707,,Anaconda Powershell Prompt
2023-10-06 11:55:21.765904,212,701,,Anaconda Powershell Prompt
2023-10-06 11:55:21.781698,249,694,,Anaconda Powershell Prompt
2023-10-06 11:55:21.797709,322,680,,Anaconda Powershell Prompt
2023-10-06 11:55:21.813717,385,668,,Anaconda Powershell Prompt
2023-10-06 11:55:21.829619,464,653,,Anaconda Powershell Prompt
2023-10-06 11:55:21.845464,526,642,,Anaconda Powershell Prompt
2023-10-06 11:55:21.861544,586,631,,Anaconda Powershell Prompt
2023-10-06 11:55:21.877717,656,615,,Anaconda Powershell Prompt
2023-10-06 11:55:21.892499,710,600,,Anaconda Powershell Prompt
2023-10-06 11:55:21.908594,781,580,,Anaconda Powershell Prompt
2023-10-06 11:55:21.923938,841,559,,Anaconda Powershell Prompt
2023-10-06 11:55:21.939487,880,544,,Anaconda Powershell Prompt
2023-10-06 11:55:21.955388,930,522,,Anaconda Powershell Prompt
2023-10-06 11:55:21.971069,969,505,,Anaconda Powershell Prompt
2023-10-06 11:55:21.986503,1000,492,,Anaconda Powershell Prompt
2023-10-06 11:55:22.001637,1028,479,,Anaconda Powershell Prompt
2023-10-06 11:55:22.016409,1052,469,,Anaconda Powershell Prompt
2023-10-06 11:55:22.032145,1092,453,,Anaconda Powershell Prompt
2023-10-06 11:55:22.047875,1128,438,,Anaconda Powershell Prompt
2023-10-06 11:55:22.063962,1158,425,,Anaconda Powershell Prompt
2023-10-06 11:55:22.080068,1197,407,,Anaconda Powershell Prompt
2023-10-06 11:55:22.096154,1234,392,,Anaconda Powershell Prompt
2023-10-06 11:55:22.112176,1307,360,,Anaconda Powershell Prompt
2023-10-06 11:55:22.128120,1319,355,,Anaconda Powershell Prompt
2023-10-06 11:55:22.143057,1366,337,,Anaconda Powershell Prompt
2023-10-06 11:55:22.158813,1411,314,,Anaconda Powershell Prompt
